Symbol,Name,High,Low,Close,Volume,URL
AAB,Aberdeen International Inc,0.135,0.13,0.13,146215,http://eoddata.com//stockquote/TSX/AAB.htm
AAV,Advantage Oil & Gas Ltd,6.63,6.06,6.61,2106233,http://eoddata.com//stockquote/TSX/AAV.htm
ABCT,ABC Technologies Holdings Inc,5.79,5.55,5.79,4029,http://eoddata.com//stockquote/TSX/ABCT.htm
ABCT.RT,ABC Technologies Holdings Inc Rights,0.01,0.005,0.005,58102,http://eoddata.com//stockquote/TSX/ABCT.RT.htm
ABST,Absolute Software Corp,11.65,11.1,11.13,186919,http://eoddata.com//stockquote/TSX/ABST.htm
ABTC,Accelerate Carbon Negative Bitcoin ETF,3.85,3.84,3.84,200,http://eoddata.com//stockquote/TSX/ABTC.htm
ABTC.U,Accelerate Carbon Neg Bitcoin ETF USD,3.0,3.0,3.0,16100,http://eoddata.com//stockquote/TSX/ABTC.U.htm
ABX,Barrick Gold Corp,29.47,28.85,29.11,4830196,http://eoddata.com//stockquote/TSX/ABX.htm
AC,Air Canada,25.98,24.71,24.91,5230236,http://eoddata.com//stockquote/TSX/AC.htm
ACB,Aurora Cannabis Inc,5.15,4.75,4.76,1566158,http://eoddata.com//stockquote/TSX/ACB.htm
ACB.WT.U,Aurora Cannabis Inc WT USD,1.02,0.97,0.97,200,http://eoddata.com//stockquote/TSX/ACB.WT.U.htm
ACB.WT.V,Aurora Cannabis Inc WT V USD,0.58,0.57,0.57,2000,http://eoddata.com//stockquote/TSX/ACB.WT.V.htm
ACD,Accord Financial,8.46,8.38,8.38,1200,http://eoddata.com//stockquote/TSX/ACD.htm
ACD.DB,Accord Financial Corp 7.00 Pct Debs,101.1,101.1,101.1,3000,http://eoddata.com//stockquote/TSX/ACD.DB.htm
ACO.X,Atco Ltd Cl I NV,42.03,41.67,41.87,195788,http://eoddata.com//stockquote/TSX/ACO.X.htm
ACO.Y,Atco Ltd Cl II,42.28,42.28,42.28,400,http://eoddata.com//stockquote/TSX/ACO.Y.htm
ACQ,Autocanada Inc,33.27,32.5,32.61,49288,http://eoddata.com//stockquote/TSX/ACQ.htm
ACZ,Middlefield American Core Dividend ETF,15.98,15.98,15.98,400,http://eoddata.com//stockquote/TSX/ACZ.htm
AD.DB,Alaris Royalty Corp 5.50 Pct Debs,100.34,99.9,99.9,54000,http://eoddata.com//stockquote/TSX/AD.DB.htm
AD.DB.A,Alaris Eqty Part Inc Trust 6.25 Pct Debs,98.0,97.61,97.61,211000,http://eoddata.com//stockquote/TSX/AD.DB.A.htm
AD.UN,Alaris Equity Partners Income Trust,18.26,17.92,17.98,98156,http://eoddata.com//stockquote/TSX/AD.UN.htm
ADCO,Adcore Inc,0.58,0.56,0.56,42450,http://eoddata.com//stockquote/TSX/ADCO.htm
ADCO.WT,Adcore Inc WT,0.105,0.105,0.105,2000,http://eoddata.com//stockquote/TSX/ADCO.WT.htm
ADN,Acadian Timber Corp,19.29,18.95,19.17,8904,http://eoddata.com//stockquote/TSX/ADN.htm
ADW.A,Andrew Peller Ltd Cl A,7.29,7.17,7.17,46219,http://eoddata.com//stockquote/TSX/ADW.A.htm
ADW.B,Andrew Peller Ltd Cl B,9.65,9.2,9.65,1375,http://eoddata.com//stockquote/TSX/ADW.B.htm
AEG,Aegis Brands Inc,0.75,0.75,0.75,1000,http://eoddata.com//stockquote/TSX/AEG.htm
AEM,Agnico Eagle Mines Ltd,70.3,68.1,69.83,2214400,http://eoddata.com//stockquote/TSX/AEM.htm
AEZS,Aeterna Zentaris Inc,0.46,0.445,0.45,21347,http://eoddata.com//stockquote/TSX/AEZS.htm
AFN,Ag Growth International Inc,37.15,35.34,35.59,86390,http://eoddata.com//stockquote/TSX/AFN.htm
AFN.DB.E,Ag Growth Intl Inc 4.50 Pct Debs,100.3,100.3,100.3,2000,http://eoddata.com//stockquote/TSX/AFN.DB.E.htm
AFN.DB.F,Ag Growth Intl Inc 5.4 Pct Debs,102.9,102.8,102.8,50000,http://eoddata.com//stockquote/TSX/AFN.DB.F.htm
AFN.DB.G,Ag Growth Intl Inc 5.25 Pct Debs,101.6,101.6,101.6,3000,http://eoddata.com//stockquote/TSX/AFN.DB.G.htm
AFN.DB.H,Ag Growth Intl Inc 5.25 Pct Debs,102.9,102.9,102.9,2000,http://eoddata.com//stockquote/TSX/AFN.DB.H.htm
AFN.DB.I,Ag Growth International Inc 5 Pct Debs,104.0,104.0,104.0,22000,http://eoddata.com//stockquote/TSX/AFN.DB.I.htm
AGF.B,AGF Management Ltd Cl B NV,7.18,7.05,7.06,78607,http://eoddata.com//stockquote/TSX/AGF.B.htm
AGI,Alamos Gold Inc Cls A,9.56,9.17,9.38,1034666,http://eoddata.com//stockquote/TSX/AGI.htm
AGR.UN,Sustainable Agriculture Wellness Div,8.86,8.6,8.6,10400,http://eoddata.com//stockquote/TSX/AGR.UN.htm
AH,Aleafia Health Inc,0.12,0.11,0.11,111927,http://eoddata.com//stockquote/TSX/AH.htm
AH.DB,Aleafia Health Inc 8.50 Pct Debs,46.0,46.0,46.0,4000,http://eoddata.com//stockquote/TSX/AH.DB.htm
AH.WT,Aleafia Health Inc WT,0.005,0.005,0.005,40000,http://eoddata.com//stockquote/TSX/AH.WT.htm
AH.WT.A,Aleafia Health Inc WT A,0.01,0.01,0.01,2000,http://eoddata.com//stockquote/TSX/AH.WT.A.htm
AH.WT.B,Aleafia Health Inc WT B,0.005,0.005,0.005,30000,http://eoddata.com//stockquote/TSX/AH.WT.B.htm
AI,Atrium Mortgage Investment Corp,14.35,14.15,14.16,26486,http://eoddata.com//stockquote/TSX/AI.htm
AI.DB.C,Atrium Mortgage Inv Corp 5.30 Pct Debs,102.4,102.4,102.4,10000,http://eoddata.com//stockquote/TSX/AI.DB.C.htm
AI.DB.D,Atrium Mortgage Inv Corp 5.50 Pct Debs,102.0,102.0,102.0,10000,http://eoddata.com//stockquote/TSX/AI.DB.D.htm
AI.DB.E,Atrium Mortgage Inv Corp 5.60 Pct Debs,102.3,102.3,102.3,1000,http://eoddata.com//stockquote/TSX/AI.DB.E.htm
AI.DB.F,Atrium Mortgage Inv Corp 5 Pct Debs,101.2,100.0,100.0,83000,http://eoddata.com//stockquote/TSX/AI.DB.F.htm
AIF,Altus Group Ltd,50.16,49.2,49.42,185105,http://eoddata.com//stockquote/TSX/AIF.htm
AII,Almonty Industries Inc,0.94,0.9,0.9,78284,http://eoddata.com//stockquote/TSX/AII.htm
AIM,Aimia Inc,4.86,4.61,4.71,341958,http://eoddata.com//stockquote/TSX/AIM.htm
AIM.PR.A,Aimia Inc Pref Ser 1,20.15,20.15,20.15,300,http://eoddata.com//stockquote/TSX/AIM.PR.A.htm
AIM.PR.C,Aimia Inc Pref Ser 3,23.26,23.26,23.26,300,http://eoddata.com//stockquote/TSX/AIM.PR.C.htm
AKE,Orocobre Limited,8.7,8.19,8.46,59882,http://eoddata.com//stockquote/TSX/AKE.htm
AKT.A,Akita Drilling Ltd Cl A NV,1.11,1.1,1.1,5708,http://eoddata.com//stockquote/TSX/AKT.A.htm
AKT.B,Akita Cl B,4.0,4.0,4.0,100,http://eoddata.com//stockquote/TSX/AKT.B.htm
AKU,Akumin Inc,1.38,1.29,1.38,63245,http://eoddata.com//stockquote/TSX/AKU.htm
ALA,Altagas Ltd,27.58,26.96,27.16,584446,http://eoddata.com//stockquote/TSX/ALA.htm
ALA.PR.A,Altagas Ltd Pref A,19.87,19.75,19.75,702,http://eoddata.com//stockquote/TSX/ALA.PR.A.htm
ALA.PR.B,Altagas Ltd Pref Ser B,20.4,20.4,20.4,1400,http://eoddata.com//stockquote/TSX/ALA.PR.B.htm
ALA.PR.E,Altagas Ltd Pref Ser E,25.24,25.12,25.12,4020,http://eoddata.com//stockquote/TSX/ALA.PR.E.htm
ALA.PR.G,Altagas Ltd Pref G,23.77,23.77,23.77,315,http://eoddata.com//stockquote/TSX/ALA.PR.G.htm
ALA.PR.K,Altagas Ltd Pref Ser K,25.28,25.27,25.27,45454,http://eoddata.com//stockquote/TSX/ALA.PR.K.htm
ALA.PR.U,Altagas Ltd Pref Ser C,24.99,24.95,24.98,5400,http://eoddata.com//stockquote/TSX/ALA.PR.U.htm
ALC,Algoma Central,17.0,16.91,16.99,1703,http://eoddata.com//stockquote/TSX/ALC.htm
ALC.DB.A,Algoma Central Corp 5.25 Pct Debs,108.3,108.0,108.0,44000,http://eoddata.com//stockquote/TSX/ALC.DB.A.htm
ALS,Altius Minerals Corp,21.28,20.89,21.02,74925,http://eoddata.com//stockquote/TSX/ALS.htm
ALYA,Alithya Group,3.64,3.58,3.59,54152,http://eoddata.com//stockquote/TSX/ALYA.htm
AMM,Almaden Minerals Ltd,0.345,0.335,0.335,128860,http://eoddata.com//stockquote/TSX/AMM.htm
AND,Andlauer Healthcare Group Inc,47.22,45.04,45.06,15126,http://eoddata.com//stockquote/TSX/AND.htm
ANRG,Anaergia Inc,12.75,11.71,11.71,78414,http://eoddata.com//stockquote/TSX/ANRG.htm
ANX,Anaconda Mining Inc,0.8,0.77,0.79,24054,http://eoddata.com//stockquote/TSX/ANX.htm
AOI,Africa Oil Corp,2.85,2.3,2.68,2242413,http://eoddata.com//stockquote/TSX/AOI.htm
AOT,Ascot Resources Ltd,1.08,1.05,1.06,248309,http://eoddata.com//stockquote/TSX/AOT.htm
AP.UN,Allied Properties Real Estate Inv Trust,44.34,43.72,43.79,98641,http://eoddata.com//stockquote/TSX/AP.UN.htm
APLI,Appili Therapeutics Inc,0.12,0.115,0.12,124195,http://eoddata.com//stockquote/TSX/APLI.htm
APR.UN,Automotive Properties REIT,14.21,14.08,14.13,29591,http://eoddata.com//stockquote/TSX/APR.UN.htm
APS,Aptose Biosciences Inc,1.55,1.47,1.49,30773,http://eoddata.com//stockquote/TSX/APS.htm
APY,Anglo Pacific Group Plc,2.43,2.42,2.42,4600,http://eoddata.com//stockquote/TSX/APY.htm
AQN,Algonquin Power and Utilities Corp,17.83,17.64,17.68,2128871,http://eoddata.com//stockquote/TSX/AQN.htm
AQN.PR.A,Algonquin Power and Utilities Pref A,24.9,24.78,24.86,1419,http://eoddata.com//stockquote/TSX/AQN.PR.A.htm
AQN.PR.D,Algonquin Power and Utilities Pref D,25.38,25.3,25.38,1131,http://eoddata.com//stockquote/TSX/AQN.PR.D.htm
AR,Argonaut Gold Inc,2.35,2.26,2.31,801752,http://eoddata.com//stockquote/TSX/AR.htm
AR.DB.U,Argonaut Gold Inc 4.625%,103.0,103.0,103.0,25000,http://eoddata.com//stockquote/TSX/AR.DB.U.htm
ARA,Aclara Resources Inc,1.23,1.11,1.12,87409,http://eoddata.com//stockquote/TSX/ARA.htm
ARB,Accelerate Arbitrage Fund ETF,26.48,26.28,26.48,107334,http://eoddata.com//stockquote/TSX/ARB.htm
ARE,Aecon Group Inc,17.15,16.75,16.8,381113,http://eoddata.com//stockquote/TSX/ARE.htm
ARE.DB.C,Aecon Group Inc 5.0 Pct Debs,102.5,102.3,102.5,122000,http://eoddata.com//stockquote/TSX/ARE.DB.C.htm
ARG,Amerigo Resources Ltd,1.58,1.52,1.56,155068,http://eoddata.com//stockquote/TSX/ARG.htm
ARIS,Aris Gold Corp,1.78,1.65,1.71,73725,http://eoddata.com//stockquote/TSX/ARIS.htm
ARIS.WT,Aris Gold Corp WT,0.29,0.29,0.29,177000,http://eoddata.com//stockquote/TSX/ARIS.WT.htm
ARR,Altius Renewable Royalties Corp,13.83,13.28,13.53,57851,http://eoddata.com//stockquote/TSX/ARR.htm
ARX,Arc Resources Ltd,15.08,14.58,14.87,3317760,http://eoddata.com//stockquote/TSX/ARX.htm
ASCU,Arizona Sonoran Copper Company Inc,2.06,2.0,2.0,11720,http://eoddata.com//stockquote/TSX/ASCU.htm
ASM,Avino Silver and Gold Mines Ltd,1.03,0.99,1.02,19450,http://eoddata.com//stockquote/TSX/ASM.htm
ASND,Ascendant Resources Inc,0.245,0.24,0.245,9000,http://eoddata.com//stockquote/TSX/ASND.htm
ASP,Acerus Pharmaceuticals Corp,0.045,0.035,0.04,221692,http://eoddata.com//stockquote/TSX/ASP.htm
ASTL,Algoma Steel Group Inc,11.24,10.85,10.85,40972,http://eoddata.com//stockquote/TSX/ASTL.htm
ASTL.WT,Algoma Steel Group Inc,2.7,2.7,2.7,600,http://eoddata.com//stockquote/TSX/ASTL.WT.htm
AT,Acuityads Holdings Inc,3.44,3.25,3.25,229657,http://eoddata.com//stockquote/TSX/AT.htm
ATA,Ats Automation,48.63,47.79,48.03,268777,http://eoddata.com//stockquote/TSX/ATA.htm
ATD,Alimentation Couche-Tard Inc,50.09,49.08,49.27,1648475,http://eoddata.com//stockquote/TSX/ATD.htm
ATE,Antibe Therapeutics Inc,0.76,0.73,0.74,25599,http://eoddata.com//stockquote/TSX/ATE.htm
ATH,Athabasca Oil Corp,1.82,1.76,1.79,6164420,http://eoddata.com//stockquote/TSX/ATH.htm
ATSX,Accelerate Enhanced CDN Bm Alt Fund ETF,25.72,25.72,25.72,120,http://eoddata.com//stockquote/TSX/ATSX.htm
ATZ,Aritzia Inc,53.79,49.38,49.43,470256,http://eoddata.com//stockquote/TSX/ATZ.htm
AUGB.F,First Trst CBOE Vest US Eqty Buffer ETF,37.45,37.06,37.06,2200,http://eoddata.com//stockquote/TSX/AUGB.F.htm
AUMN,Golden Minerals Company,0.6,0.54,0.6,69601,http://eoddata.com//stockquote/TSX/AUMN.htm
AVCN,Avicanna Inc,0.49,0.43,0.45,66676,http://eoddata.com//stockquote/TSX/AVCN.htm
AVL,Avalon Advanced Materials Inc,0.12,0.115,0.12,258265,http://eoddata.com//stockquote/TSX/AVL.htm
AVNT,Avant Brands Inc,0.275,0.26,0.26,33994,http://eoddata.com//stockquote/TSX/AVNT.htm
AVNT.WT,Avant Brands Inc WT,0.025,0.025,0.025,20999,http://eoddata.com//stockquote/TSX/AVNT.WT.htm
AVP,Avcorp Industries Inc,0.06,0.06,0.06,1385,http://eoddata.com//stockquote/TSX/AVP.htm
AW.UN,A&W Revenue Royalties Income Fund,40.94,40.36,40.6,11303,http://eoddata.com//stockquote/TSX/AW.UN.htm
AX.PR.A,Artis REIT Pref Ser A,24.82,24.82,24.82,400,http://eoddata.com//stockquote/TSX/AX.PR.A.htm
AX.PR.E,Artis REIT Pref Ser E,24.35,24.25,24.3,3300,http://eoddata.com//stockquote/TSX/AX.PR.E.htm
AX.PR.I,Artis REIT Pref Series I,25.66,25.4,25.66,1269,http://eoddata.com//stockquote/TSX/AX.PR.I.htm
AX.UN,Artis Real Estate Investment Trust Units,13.13,12.93,13.02,308738,http://eoddata.com//stockquote/TSX/AX.UN.htm
AXU,Alexco Resource Corp,1.95,1.82,1.93,162738,http://eoddata.com//stockquote/TSX/AXU.htm
AYA,Aya Gold and Silver Inc,10.55,9.86,10.36,543086,http://eoddata.com//stockquote/TSX/AYA.htm
BABY,Else Nutrition Holdings Inc,1.17,1.14,1.17,53438,http://eoddata.com//stockquote/TSX/BABY.htm
BABY.WT,Else Nutrition Holdings Inc WT,0.065,0.05,0.05,25000,http://eoddata.com//stockquote/TSX/BABY.WT.htm
BABY.WT.A,Else Nutrition Holdings Inc.,0.21,0.2,0.2,13500,http://eoddata.com//stockquote/TSX/BABY.WT.A.htm
BAM.A,Brookfield Asset Management Inc Cl A Lv,68.84,66.6,66.7,1304902,http://eoddata.com//stockquote/TSX/BAM.A.htm
BAM.PF.A,Brookfield Asset Mgmt Inc Pref Ser 32,24.85,24.71,24.85,10649,http://eoddata.com//stockquote/TSX/BAM.PF.A.htm
BAM.PF.B,Brookfield Asset Mgmt Inc Pref Ser 34,23.38,23.2,23.25,3731,http://eoddata.com//stockquote/TSX/BAM.PF.B.htm
BAM.PF.C,Brookfield Asset Mgmt Inc Pref Ser 36,24.19,24.15,24.15,1214,http://eoddata.com//stockquote/TSX/BAM.PF.C.htm
BAM.PF.D,Brookfield Asset Mgmt Inc Pr Ser 37,24.31,24.2,24.2,8275,http://eoddata.com//stockquote/TSX/BAM.PF.D.htm
BAM.PF.E,Brookfield Asset Mgmt Pref Ser 38,21.69,21.42,21.69,7958,http://eoddata.com//stockquote/TSX/BAM.PF.E.htm
BAM.PF.F,Brookfield Asset Mgmt Inc Pref Ser 40,23.49,23.47,23.49,2200,http://eoddata.com//stockquote/TSX/BAM.PF.F.htm
BAM.PF.G,Brookfield Asset Mgmt Inc Pref Ser 42,22.5,22.43,22.48,7491,http://eoddata.com//stockquote/TSX/BAM.PF.G.htm
BAM.PF.H,Brookfield Asset MGT Inc Pref Ser 44,27.07,27.07,27.07,300,http://eoddata.com//stockquote/TSX/BAM.PF.H.htm
BAM.PF.I,Brookfield Asset Mgmt Inc Pref Ser 46,25.31,25.23,25.23,1987,http://eoddata.com//stockquote/TSX/BAM.PF.I.htm
BAM.PF.J,Brookfield Asset Mgmt Inc Pref Ser 48,25.39,25.3,25.39,28164,http://eoddata.com//stockquote/TSX/BAM.PF.J.htm
BAM.PR.B,Brookfield Asset Mgmt Inc Pr. Ser 2,15.1,15.05,15.07,9940,http://eoddata.com//stockquote/TSX/BAM.PR.B.htm
BAM.PR.C,Brookfield Asset Mgmt Inc Pr. Ser 4,14.93,14.9,14.93,661,http://eoddata.com//stockquote/TSX/BAM.PR.C.htm
BAM.PR.E,Brookfield Asset Mgmt Inc Pr. Ser 8,20.27,20.25,20.25,550,http://eoddata.com//stockquote/TSX/BAM.PR.E.htm
BAM.PR.G,Brookfield Asset Mgmt Inc Pr Ser 9,18.21,18.21,18.21,948,http://eoddata.com//stockquote/TSX/BAM.PR.G.htm
BAM.PR.K,Brookfield Asset Mgmt Inc Pr. Ser 13,14.97,14.86,14.86,7840,http://eoddata.com//stockquote/TSX/BAM.PR.K.htm
BAM.PR.M,Brookfield Asset Mgmt Inc Prf A Ser 17,23.94,23.69,23.69,7031,http://eoddata.com//stockquote/TSX/BAM.PR.M.htm
BAM.PR.N,Brookfield Asset Mgmt Pref Shs Ser 18,23.8,23.75,23.8,1821,http://eoddata.com//stockquote/TSX/BAM.PR.N.htm
BAM.PR.R,Brookfield Asset Mgmt Pref Ser 24,20.43,20.32,20.43,900,http://eoddata.com//stockquote/TSX/BAM.PR.R.htm
BAM.PR.T,Brookfield Asset Mgmt Pref Ser 26,21.54,21.42,21.49,6079,http://eoddata.com//stockquote/TSX/BAM.PR.T.htm
BAM.PR.X,Brookfield Am Pref Ser 28,18.37,18.37,18.37,1000,http://eoddata.com//stockquote/TSX/BAM.PR.X.htm
BAM.PR.Z,Brookfield Asset Mgmt Inc Pr Ser 30,24.71,24.71,24.71,200,http://eoddata.com//stockquote/TSX/BAM.PR.Z.htm
BAMR,Brookfield Asset Management Re Part Ltd,69.24,67.3,67.41,26429,http://eoddata.com//stockquote/TSX/BAMR.htm
BANK,Evolve CDN Banks Lifecos Enh Yld Idx ETF,9.83,9.71,9.71,42933,http://eoddata.com//stockquote/TSX/BANK.htm
BASE,Evolve Glob Matls Mining Enh Yld Idx ETF,30.31,30.06,30.06,494,http://eoddata.com//stockquote/TSX/BASE.htm
BASE.B,Evolve Glob Matls Mining Enh Yld Unhgd,29.26,29.26,29.26,300,http://eoddata.com//stockquote/TSX/BASE.B.htm
BB,Blackberry Ltd,8.44,7.96,7.97,2380483,http://eoddata.com//stockquote/TSX/BB.htm
BBD.A,Bombardier Inc Cl A Mv,1.7,1.61,1.62,66792,http://eoddata.com//stockquote/TSX/BBD.A.htm
BBD.B,Bombardier Inc Cl B Sv,1.63,1.53,1.55,8065825,http://eoddata.com//stockquote/TSX/BBD.B.htm
BBD.PR.B,Bombardier 2 Pr,14.43,14.31,14.32,966,http://eoddata.com//stockquote/TSX/BBD.PR.B.htm
BBD.PR.C,Bombardier Inc Pref Class C,17.7,17.6,17.6,1711,http://eoddata.com//stockquote/TSX/BBD.PR.C.htm
BBD.PR.D,Bombardier Inc Pref Ser 3,17.35,17.35,17.35,200,http://eoddata.com//stockquote/TSX/BBD.PR.D.htm
BBIG,Horizons Global Bbig Technology ETF Clas,22.16,22.16,22.16,120,http://eoddata.com//stockquote/TSX/BBIG.htm
BBIG.U,Horizons Global Bbig Tech ETF USD,18.1,18.1,18.1,100,http://eoddata.com//stockquote/TSX/BBIG.U.htm
BBTV,Bbtv Holdings Inc,2.6,2.32,2.45,46795,http://eoddata.com//stockquote/TSX/BBTV.htm
BBTV.DB,Bbtv Holdings Inc 7 Pct Debs,68.0,67.0,67.0,96000,http://eoddata.com//stockquote/TSX/BBTV.DB.htm
BBU.UN,Brookfield Business Partners LP,54.66,51.77,51.77,59539,http://eoddata.com//stockquote/TSX/BBU.UN.htm
BCE,BCE Inc,66.61,65.87,65.95,4664382,http://eoddata.com//stockquote/TSX/BCE.htm
BCE.PR.A,BCE First Pr Shares Series Aa,20.75,20.56,20.68,9768,http://eoddata.com//stockquote/TSX/BCE.PR.A.htm
BCE.PR.B,BCE Inc First Pr Shares Series Ab,20.75,20.7,20.7,1669,http://eoddata.com//stockquote/TSX/BCE.PR.B.htm
BCE.PR.C,BCE Inc Pr Shares Series AC,21.25,21.01,21.05,988,http://eoddata.com//stockquote/TSX/BCE.PR.C.htm
BCE.PR.D,BCE Inc Pref Shares Series Ad,20.85,20.6,20.6,8579,http://eoddata.com//stockquote/TSX/BCE.PR.D.htm
BCE.PR.E,BCE 1st Pref Shares Series Ae,20.63,20.59,20.59,400,http://eoddata.com//stockquote/TSX/BCE.PR.E.htm
BCE.PR.F,BCE 1st Pref Shares Series Af,21.08,20.65,21.08,1900,http://eoddata.com//stockquote/TSX/BCE.PR.F.htm
BCE.PR.G,BCE 1st Pref Shares Series Ag,19.74,19.74,19.74,600,http://eoddata.com//stockquote/TSX/BCE.PR.G.htm
BCE.PR.H,BCE 1st Pref Shares Series Ah,20.51,20.51,20.51,100,http://eoddata.com//stockquote/TSX/BCE.PR.H.htm
BCE.PR.I,BCE 1st Pref Shares Series Ai,19.65,19.59,19.59,2200,http://eoddata.com//stockquote/TSX/BCE.PR.I.htm
BCE.PR.J,BCE Inc Pref Sh Series Aj,20.6,20.54,20.6,2000,http://eoddata.com//stockquote/TSX/BCE.PR.J.htm
BCE.PR.K,BCE Inc Pref Ser AK,18.3,18.23,18.27,4200,http://eoddata.com//stockquote/TSX/BCE.PR.K.htm
BCE.PR.L,BCE Inc Pref Ser AL,18.41,18.4,18.41,2000,http://eoddata.com//stockquote/TSX/BCE.PR.L.htm
BCE.PR.M,BCE Inc Pref Shares Series Am,19.05,18.81,18.95,984,http://eoddata.com//stockquote/TSX/BCE.PR.M.htm
BCE.PR.N,BCE Inc Pref Shares Series An,19.4,19.37,19.37,1281,http://eoddata.com//stockquote/TSX/BCE.PR.N.htm
BCE.PR.O,BCE Inc Pref Shares Series Ao,25.2,25.19,25.19,553,http://eoddata.com//stockquote/TSX/BCE.PR.O.htm
BCE.PR.Q,BCE Inc Pref Shares Series Aq,24.15,24.03,24.13,3600,http://eoddata.com//stockquote/TSX/BCE.PR.Q.htm
BCE.PR.R,BCE Inc Ser R,19.2,19.05,19.14,8200,http://eoddata.com//stockquote/TSX/BCE.PR.R.htm
BCE.PR.S,BCE Inc Ser S,20.55,20.5,20.5,4900,http://eoddata.com//stockquote/TSX/BCE.PR.S.htm
BCE.PR.T,BCE Inc First Pref Series T,23.55,23.31,23.37,4950,http://eoddata.com//stockquote/TSX/BCE.PR.T.htm
BCE.PR.Y,BCE Inc Ser Y Pr,20.7,20.6,20.64,154200,http://eoddata.com//stockquote/TSX/BCE.PR.Y.htm
BCE.PR.Z,BCE Inc Series Z,21.07,20.75,20.75,2306,http://eoddata.com//stockquote/TSX/BCE.PR.Z.htm
BCT,Briacell Therapeutics Corp,9.55,9.1,9.21,4002,http://eoddata.com//stockquote/TSX/BCT.htm
BDEQ,Black Diamond Global Equity Fund ETF,13.52,13.07,13.07,550,http://eoddata.com//stockquote/TSX/BDEQ.htm
BDGI,Badger Infrastructure Solutions Ltd,30.23,29.12,29.15,106230,http://eoddata.com//stockquote/TSX/BDGI.htm
BDI,Black Diamond Group Ltd,4.43,4.35,4.38,10650,http://eoddata.com//stockquote/TSX/BDI.htm
BDIV,Brompton Global Dividend Growth ETF,20.2,20.2,20.2,217,http://eoddata.com//stockquote/TSX/BDIV.htm
BDOP,Black Diamond Distressed Opport Fund ETF,15.0,15.0,15.0,988,http://eoddata.com//stockquote/TSX/BDOP.htm
BDT,Bird Construction Inc,9.4,9.16,9.18,66101,http://eoddata.com//stockquote/TSX/BDT.htm
BEI.UN,Boardwalk Real Estate Investment Trust,55.5,54.34,54.6,72097,http://eoddata.com//stockquote/TSX/BEI.UN.htm
BEK.B,Becker Milk Company Ltd Cl B NV,14.25,14.25,14.25,447,http://eoddata.com//stockquote/TSX/BEK.B.htm
BEP.PR.E,Brookfield Renewable LP Pref Ser 5,25.26,25.23,25.23,8336,http://eoddata.com//stockquote/TSX/BEP.PR.E.htm
BEP.PR.G,Brookfield Renewable LP Pref Ser 7,26.67,26.33,26.44,7600,http://eoddata.com//stockquote/TSX/BEP.PR.G.htm
BEP.PR.K,Brookfield Renewable LP Pref Ser 11,25.2,25.16,25.16,14313,http://eoddata.com//stockquote/TSX/BEP.PR.K.htm
BEP.PR.M,Brookfield Renewable LP Pref Ser 13,25.25,25.0,25.0,13487,http://eoddata.com//stockquote/TSX/BEP.PR.M.htm
BEP.PR.O,Brookfield Renewable Partners L.P.,25.65,25.57,25.59,2892,http://eoddata.com//stockquote/TSX/BEP.PR.O.htm
BEP.UN,Brookfield Renewable Partners LP,43.4,42.3,42.58,176394,http://eoddata.com//stockquote/TSX/BEP.UN.htm
BEPC,Brookfield Renewable Corp,44.24,43.04,43.19,179270,http://eoddata.com//stockquote/TSX/BEPC.htm
BEPR,Brompton Flaherty & Crumrine Enhanced IN,11.34,11.28,11.32,3290,http://eoddata.com//stockquote/TSX/BEPR.htm
BESG,Invesco ESG CDN Core Plus Bond ETF,18.07,18.07,18.07,100,http://eoddata.com//stockquote/TSX/BESG.htm
BFIN,Brompton Na Financials Dividend ETF,23.22,23.0,23.08,4600,http://eoddata.com//stockquote/TSX/BFIN.htm
BFIN.U,Brompton Na Financials Dividend ETF USD,25.23,25.06,25.23,400,http://eoddata.com//stockquote/TSX/BFIN.U.htm
BGC,Bristol Gate Concentrated CDN Eqty ETF,25.5,25.46,25.5,2050,http://eoddata.com//stockquote/TSX/BGC.htm
BGI.UN,Brookfield Glbl Infras Sec Inc Fd,7.11,7.02,7.04,20136,http://eoddata.com//stockquote/TSX/BGI.UN.htm
BGU,Bristol Gate Concentrated US Eqty ETF,32.3,31.9,31.91,3193,http://eoddata.com//stockquote/TSX/BGU.htm
BGU.U,Bristol Gate Conc US Eqty ETF USD,25.58,25.31,25.4,3345,http://eoddata.com//stockquote/TSX/BGU.U.htm
BHC,Bausch Health Companies Inc,30.24,28.64,29.16,759550,http://eoddata.com//stockquote/TSX/BHC.htm
BIK.PR.A,Bip Investment Corp Pref Ser 1,26.46,26.3,26.3,1925,http://eoddata.com//stockquote/TSX/BIK.PR.A.htm
BIP.PR.A,Brookfield Infra Partners LP Pref Ser 1,23.9,23.75,23.77,1000,http://eoddata.com//stockquote/TSX/BIP.PR.A.htm
BIP.PR.B,Brookfield Infra Partners LP Pref Ser 3,26.55,26.55,26.55,500,http://eoddata.com//stockquote/TSX/BIP.PR.B.htm
BIP.PR.D,Brookfield Infra Partners LP Pref Ser 7,25.25,25.22,25.22,1101,http://eoddata.com//stockquote/TSX/BIP.PR.D.htm
BIP.PR.E,Brookfield Infra Partners LP Pref Ser 9,25.3,25.25,25.3,1900,http://eoddata.com//stockquote/TSX/BIP.PR.E.htm
